Price,Odometer_km,Doors,Accidents,Year,Location_City,Location_Coastal,Location_Downtown,Location_Highway,Location_Rural,Location_Suburb,CarModel_Alfa Romeo,CarModel_Aston Martin,CarModel_Audi,CarModel_BMW,CarModel_Bentley,CarModel_Bugatti,CarModel_Cadillac,CarModel_Chevrolet,CarModel_Chrysler,CarModel_Dodge,CarModel_Ferrari,CarModel_Fiat,CarModel_Ford,CarModel_Genesis,CarModel_Honda,CarModel_Hyundai,CarModel_Infiniti,CarModel_Jaguar,CarModel_Jeep,CarModel_Kia,CarModel_Lamborghini,CarModel_Land Rover,CarModel_Lexus,CarModel_Lincoln,CarModel_Maserati,CarModel_Mazda,CarModel_McLaren,CarModel_Mercedes,CarModel_Mini,CarModel_Nissan,CarModel_Opel,CarModel_Peugeot,CarModel_Porsche,CarModel_Renault,CarModel_Rolls-Royce,CarModel_Subaru,CarModel_Tesla,CarModel_Toyota,CarModel_Volkswagen,CarModel_Volvo,CarAge,Doors_per_Accident,Odometer_per_Year
4469.0,-0.2765800678573083,0.45704882848791356,-0.6933956278376386,1.1915880019884848,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.1915880019884957,1.335810162263365,0.1760153706221184
16783.0,-1.2509448971430712,1.3729783444957562,-1.3995011551672096,1.3095670120863558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.3095670120863665,2.063375610119228,-0.26471249598975494
6260.0,1.4511256880866463,1.3729783444957562,-1.3995011551672096,1.4275460221842267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.4275460221842373,2.063375610119228,2.2141524689304735
2500.0,-1.1078627144952577,1.3729783444957562,0.012709899491932289,0.011797901009776355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.011797901009787044,0.24446199047956998,-0.4973272476854651
24200.0,-0.6671748539482747,0.45704882848791356,0.012709899491932289,1.4275460221842267,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.4275460221842373,-0.1193207334483617,0.362638607658948
33500.0,1.337211208444213,1.3729783444957562,0.012709899491932289,-0.5780971494795779,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5780971494795673,0.24446199047956998,-0.20643116219385066
57400.0,1.543170834657486,-1.3748102035277716,0.012709899491932289,0.3657349313033889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.3657349313033996,-0.846886181304225,0.111634615181039
67700.0,0.7173146340609156,-0.45888068751992905,1.424920954151074,0.8376509716948723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.837650971694883,-1.028777543268191,0.2047712353265825
5000.0,0.21740073704724153,-1.3748102035277716,-0.6933956278376386,1.3095670120863558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3095670120863665,-0.1193207334483617,0.6978500302757251
48000.0,1.1132834238809852,-0.45888068751992905,0.012709899491932289,-0.3421391292838362,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3421391292838255,-0.4831034573762934,-0.1935419590627303
48500.0,-1.2527421574044417,-0.45888068751992905,0.7188154268215032,-1.1679921999689322,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1679921999689216,-0.846886181304225,-0.5600011688301474
73300.0,-1.167768723316028,-0.45888068751992905,-1.3995011551672096,-1.7578872504582865,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7578872504582759,0.6082447144075016,-0.5619108536266852
23400.0,0.7098207165220349,0.45704882848791356,-1.3995011551672096,-0.1061811090880945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10618110908808381,1.335810162263365,-0.20685363468081086
4400.0,-0.3967396269242674,-1.3748102035277716,-1.3995011551672096,-0.1061811090880945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10618110908808381,-0.1193207334483617,-0.38820288496141914
68100.0,0.9048865634260314,-0.45888068751992905,1.424920954151074,-0.3421391292838362,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3421391292838255,-1.028777543268191,-0.2239003893327454
3000.0,-1.3973353897279874,-1.3748102035277716,-0.6933956278376386,0.6016929514991306,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6016929514991414,-0.1193207334483617,-0.5138843856356763
50500.0,1.469223618938164,-1.3748102035277716,-1.3995011551672096,0.7196719615970015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7196719615970122,-0.1193207334483617,0.3326422161980698
17800.0,-0.8179260581268032,-1.3748102035277716,-1.3995011551672096,-1.7578872504582865,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7578872504582759,-0.1193207334483617,-0.5313326362770461
49600.0,-1.0777501610161702,1.3729783444957562,0.7188154268215032,-0.22416011918596535,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22416011918595466,-0.36184254940031607,-0.506646643961516
29300.0,0.5285649748014792,-0.45888068751992905,0.012709899491932289,-0.1061811090880945,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10618110908808381,-0.4831034573762934,-0.23655883156840696
37000.0,0.017651525001226638,1.3729783444957562,1.424920954151074,0.3657349313033889,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3657349313033996,-0.6649948193402592,-0.2217128125584391
52000.0,-1.171474350432573,0.45704882848791356,0.012709899491932289,0.7196719615970015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7196719615970122,-0.1193207334483617,-0.4367306523979119
16800.0,-0.11871093085333156,1.3729783444957562,-1.3995011551672096,-1.285971210066803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2859712100667924,2.063375610119228,-0.44778577457149454
77600.0,-1.0421996064099484,0.45704882848791356,-1.3995011551672096,1.6635040423799683,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.663504042379979,1.335810162263365,1.3365820491927631
31900.0,1.0369700821400167,-0.45888068751992905,0.012709899491932289,1.6635040423799683,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.663504042379979,-0.4831034573762934,6.78851593000239
64000.0,-0.6814560510894428,1.3729783444957562,0.7188154268215032,-1.1679921999689322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1679921999689216,-0.36184254940031607,-0.5000808247465105
59400.0,-0.28218517330152365,-1.3748102035277716,-1.3995011551672096,-0.4601181393817071,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4601181393816964,-0.1193207334483617,-0.4083648258333454
33600.0,-0.5618964676290245,1.3729783444957562,1.424920954151074,0.4837139414012598,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.48371394140127044,-0.6649948193402592,-0.3240185634723319
62000.0,-0.6196407865607476,-0.45888068751992905,-1.3995011551672096,1.1915880019884848,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1915880019884957,0.6082447144075016,-0.0038972517842403537
77500.0,-1.0153953628679637,1.3729783444957562,0.012709899491932289,-1.4039502201646739,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4039502201646632,0.24446199047956998,-0.54110038119497
36500.0,1.6072526736997792,0.45704882848791356,-0.6933956278376386,-1.285971210066803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2859712100667924,1.335810162263365,-0.2737177780917975
43500.0,0.4249594093585394,1.3729783444957562,1.424920954151074,0.8376509716948723,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.837650971694883,-0.6649948193402592,0.1089456418478343
13100.0,0.675182124837755,1.3729783444957562,-0.6933956278376386,-1.285971210066803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2859712100667924,2.063375610119228,-0.3677195592360485
50600.0,0.7532918379873438,-0.45888068751992905,0.012709899491932289,0.6016929514991306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6016929514991414,-0.4831034573762934,0.050046375395670056
44500.0,1.7254052032562661,-0.45888068751992905,0.012709899491932289,-0.6960761595774487,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6960761595774381,-0.4831034573762934,-0.1774635846965083
55700.0,-0.4379726171639919,1.3729783444957562,-1.3995011551672096,0.24775592120551806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24775592120552875,2.063375610119228,-0.3439461057311282
69400.0,-0.6164800261802165,-1.3748102035277716,0.012709899491932289,0.8376509716948723,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.837650971694883,-0.846886181304225,-0.2324081071206298
4800.0,0.7799316437704993,-0.45888068751992905,0.012709899491932289,-1.6399082403604157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6399082403604048,-0.4831034573762934,-0.3839346298409667
67000.0,0.4533822537590584,1.3729783444957562,1.424920954151074,0.8376509716948723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.837650971694883,-0.6649948193402592,0.11826182881116484
17000.0,-0.8008520856437821,-0.45888068751992905,1.424920954151074,0.4837139414012598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.48371394140127044,-1.028777543268191,-0.3809805603274334
39300.0,0.496520944295706,-0.45888068751992905,0.012709899491932289,0.24775592120551806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24775592120552875,-0.4831034573762934,-0.15545380897892194
42000.0,0.327937576238039,-0.45888068751992905,0.7188154268215032,1.4275460221842267,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4275460221842373,-0.846886181304225,1.2324228622782716
50100.0,-0.6973389608868872,-0.45888068751992905,0.012709899491932289,-1.285971210066803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2859712100667924,-0.4831034573762934,-0.5061419424705353
10800.0,-1.3267809249570586,1.3729783444957562,-1.3995011551672096,0.24775592120551806,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24775592120552875,2.063375610119228,-0.5232234450491929
20200.0,0.31687224834792865,1.3729783444957562,-0.6933956278376386,0.6016929514991306,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6016929514991414,2.063375610119228,-0.06439020763587326
13500.0,1.6787555443554176,-1.3748102035277716,0.7188154268215032,-1.285971210066803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2859712100667924,-1.0894079972561796,-0.266506524387061
11200.0,-0.5448296059680067,-1.3748102035277716,0.7188154268215032,-1.7578872504582865,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7578872504582759,-1.0894079972561796,-0.5074624697637359
1800.0,0.614373930475298,-0.45888068751992905,-1.3995011551672096,-0.9320341797731905,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9320341797731798,0.6082447144075016,-0.34226483672622243
7000.0,-0.7663734874545796,0.45704882848791356,0.7188154268215032,0.9556299817927432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9556299817927539,-0.6043643653522707,-0.23375551412633863
61700.0,0.9347297945217383,1.3729783444957562,0.7188154268215032,1.4275460221842267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4275460221842373,-0.36184254940031607,1.7627934026099588
46800.0,-0.19984896532363733,-1.3748102035277716,0.012709899491932289,-1.6399082403604157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6399082403604048,-0.846886181304225,-0.4725260140130413
10100.0,-1.5496696406550328,1.3729783444957562,-1.3995011551672096,-1.6399082403604157,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6399082403604048,2.063375610119228,-0.5945762780229135
50800.0,0.14338507966613598,-0.45888068751992905,0.012709899491932289,-1.0500131898710614,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0500131898710507,-0.4831034573762934,-0.4051302386702653
31600.0,0.46363072597152305,0.45704882848791356,0.7188154268215032,0.8376509716948723,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.837650971694883,-0.6043643653522707,0.12162098181761326
51200.0,1.335437947207104,1.3729783444957562,-1.3995011551672096,1.6635040423799683,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.663504042379979,2.063375610119228,7.5711490526634915
20800.0,0.3394517747671168,1.3729783444957562,-1.3995011551672096,-1.285971210066803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2859712100667924,2.063375610119228,-0.4015788533950089
74600.0,0.5567593840451375,-0.45888068751992905,0.7188154268215032,-0.22416011918596535,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22416011918595466,-0.846886181304225,-0.2545313541190806
56900.0,-1.3740154489676903,1.3729783444957562,0.012709899491932289,-0.9320341797731905,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9320341797731798,0.24446199047956998,-0.5689558187651313
73500.0,0.9524215196663085,0.45704882848791356,-0.6933956278376386,0.12977691110764722,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.1297769111076579,1.335810162263365,-0.1029623906135092
11500.0,-0.32373637282590223,0.45704882848791356,-1.3995011551672096,-1.4039502201646739,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.4039502201646632,1.335810162263365,-0.4739282840914572
77800.0,1.4623705642323441,-0.45888068751992905,-1.3995011551672096,1.4275460221842267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.4275460221842373,0.6082447144075016,2.223981123381952
65500.0,1.6270527575683713,1.3729783444957562,0.7188154268215032,0.24775592120551806,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.24775592120552875,-0.36184254940031607,0.07258044061220414
